recipientid,organizationName,contactinfo,trackingId,status,wheredelivery,requestId,requestDetails,requestStatus,coordinatorId,coordinatorName,role,supplierId,supplierName,supplierContactInfo,monitoryagencyId,monitoryAgencyContactInfo,monitoryagencyName,humanitarianCoordinatorId,assignedRegion,Monitoring Agency Address,Monitoring Agency Phone Number,Monitoring Agency Email,Recipient Address,Recipient Phone Number,Recipient Email,Coordinator Phone Number,Coordinator Email,Supplier Address,Supplier Phone Number,Supplier Email
386,WHO,contact7@example.com,465,True,Region D,886,Psychological support,False,698,Tom White,Coordinator,676,BuildAid,supplier6@example.com,914,agency8@example.com,Audit I,628,North,"909 Sycamore St, Clearview",+1-555-123-4567,care@provider.com,"808 Redwood Dr, Meadowlands",+1-555-123-4567,staff@help.net,+1-555-223-3445,support@domain.net,"909 Sycamore St, Clearview",+1-555-567-8901,executive@aid.net
387,Save the Children,contact7@example.com,490,True,Region E,887,Clothing,True,540,John Smith,Director,871,LegalHelp,supplier5@example.com,545,agency3@example.com,Inspect D,853,Northwest,"404 Chestnut St, Northfield",+1-555-123-4567,executive@aid.net,"303 Aspen Way, Riverview",+1-555-567-8901,director@oversight.com,+1-555-567-8901,helpdesk@charity.net,"303 Aspen Way, Riverview",+1-555-123-4567,support@domain.net
388,CARE,contact1@example.com,178,True,Region E,888,Clothing,True,774,Robert Brown,Consultant,503,HygieneNow,supplier10@example.com,941,agency9@example.com,Audit I,1065,East,"303 Aspen Way, Riverview",+1-555-456-7890,admin@group.net,"987 Cedar Ln, Uptown",+1-555-567-8901,management@aid.org,+1-555-345-6789,support@relief.com,"123 Main St, Springfield",+1-555-789-0123,hello@agency.org
389,Doctors Without Borders,contact6@example.com,486,True,Region E,889,Sanitation,False,704,Tom White,Analyst,569,AquaPure,supplier2@example.com,599,agency10@example.com,Oversight Org A,820,South,"202 Walnut Dr, Eastside",+1-555-345-6789,team@services.com,"505 Spruce Cir, Lakeview",+1-555-012-3456,team@services.com,+1-555-678-9012,executive@aid.net,"321 Maple Blvd, Midtown",+1-555-345-6789,hello@agency.org
390,UNICEF,contact6@example.com,542,True,Region E,890,Hygiene kits,True,582,Jane Doe,Liaison,834,SupplyCo,supplier7@example.com,583,agency8@example.com,Audit I,846,West,"456 Oak Rd, Fairview",+1-555-334-4556,executive@aid.net,"789 Pine Ave, Centerville",+1-555-667-7889,care@provider.com,+1-555-667-7889,executive@aid.net,"505 Spruce Cir, Lakeview",+1-555-345-6789,support@domain.net
391,Doctors Without Borders,contact10@example.com,292,False,Region C,891,Sanitation,True,649,Laura Lee,Field Officer,414,SupplyCo,supplier7@example.com,764,agency6@example.com,Audit Group B,862,Northwest,"404 Chestnut St, Northfield",+1-555-234-5678,admin@group.net,"909 Sycamore St, Clearview",+1-555-789-0123,leader@funds.org,+1-555-334-4556,leader@funds.org,"123 Main St, Springfield",+1-555-223-3445,info@organization.org
392,UNICEF,contact5@example.com,585,True,Region A,892,Food supplies,False,301,Robert Brown,Manager,456,AquaPure,supplier4@example.com,660,agency9@example.com,Audit Group B,842,Central,"404 Chestnut St, Northfield",+1-555-890-1234,staff@help.net,"123 Main St, Springfield",+1-555-223-3445,care@provider.com,+1-555-678-9012,executive@aid.net,"707 Poplar Pl, Brookside",+1-555-223-3445,executive@aid.net
393,Save the Children,contact5@example.com,395,True,Region D,893,Food supplies,True,725,Robert Brown,Director,566,HygieneNow,supplier6@example.com,885,agency6@example.com,Inspect D,961,Northwest,"505 Spruce Cir, Lakeview",+1-555-123-4567,team@services.com,"808 Redwood Dr, Meadowlands",+1-555-123-4567,admin@group.net,+1-555-345-6789,staff@help.net,"101 Birch Rd, Westwood",+1-555-890-1234,staff@help.net
394,Mercy Corps,contact5@example.com,152,True,Region C,894,Clothing,False,747,Linda Green,Assistant,663,AquaPure,supplier8@example.com,944,agency6@example.com,Audit Group B,950,East,"808 Redwood Dr, Meadowlands",+1-555-556-6778,support@domain.net,"789 Pine Ave, Centerville",+1-555-345-6789,contact@example.com,+1-555-567-8901,team@services.com,"909 Sycamore St, Clearview",+1-555-223-3445,support@domain.net
395,WHO,contact1@example.com,402,False,Region B,895,Legal aid,True,573,Tom White,Liaison,788,HygieneNow,supplier1@example.com,670,agency3@example.com,Check G,641,Northwest,"606 Willow Ct, Hilltop",+1-555-890-1234,management@aid.org,"707 Poplar Pl, Brookside",+1-555-223-3445,executive@aid.net,+1-555-012-3456,info@organization.org,"909 Sycamore St, Clearview",+1-555-223-3445,staff@help.net
396,World Vision,contact10@example.com,553,True,Region D,896,Education materials,True,521,Tom White,Advisor,532,HygieneNow,supplier5@example.com,919,agency7@example.com,Audit I,979,West,"707 Poplar Pl, Brookside",+1-555-890-1234,team@services.com,"654 Elm St, Greenwood",+1-555-667-7889,support@relief.com,+1-555-445-5667,care@provider.com,"909 Sycamore St, Clearview",+1-555-678-9012,leader@funds.org
397,Mercy Corps,contact1@example.com,591,False,Region C,897,Shelter materials,True,376,Robert Brown,Liaison,734,SupplyCo,supplier4@example.com,565,agency10@example.com,Oversight Org A,954,Central,"303 Aspen Way, Riverview",+1-555-667-7889,admin@group.net,"707 Poplar Pl, Brookside",+1-555-678-9012,support@relief.com,+1-555-123-4567,support@relief.com,"202 Walnut Dr, Eastside",+1-555-456-7890,team@services.com
398,CARE,contact8@example.com,375,True,Region B,898,Food supplies,False,497,John Smith,Logistics,448,AquaPure,supplier10@example.com,568,agency2@example.com,Inspect D,892,East,"707 Poplar Pl, Brookside",+1-555-234-5678,leader@funds.org,"202 Walnut Dr, Eastside",+1-555-234-5678,leader@funds.org,+1-555-567-8901,support@relief.com,"789 Pine Ave, Centerville",+1-555-334-4556,office@ngo.org
399,World Vision,contact10@example.com,455,True,Region B,899,Education materials,False,788,Tom White,Analyst,612,LegalHelp,supplier8@example.com,598,agency9@example.com,Audit I,849,Northeast,"101 Birch Rd, Westwood",+1-555-123-4567,team@services.com,"909 Sycamore St, Clearview",+1-555-567-8901,management@aid.org,+1-555-667-7889,info@organization.org,"505 Spruce Cir, Lakeview",+1-555-234-5678,management@aid.org
400,Red Cross,contact3@example.com,252,True,Region C,900,Shelter materials,True,736,Jane Doe,Advisor,739,BuildAid,supplier6@example.com,605,agency6@example.com,Check G,797,West,"505 Spruce Cir, Lakeview",+1-555-678-9012,leader@funds.org,"789 Pine Ave, Centerville",+1-555-556-6778,executive@aid.net,+1-555-234-5678,leader@funds.org,"909 Sycamore St, Clearview",+1-555-012-3456,support@domain.net
401,UNICEF,contact7@example.com,287,False,Region C,901,Legal aid,True,410,Sarah Taylor,Manager,616,HygieneNow,supplier4@example.com,973,agency9@example.com,Monitor E,732,East,"808 Redwood Dr, Meadowlands",+1-555-678-9012,hello@agency.org,"808 Redwood Dr, Meadowlands",+1-555-345-6789,support@domain.net,+1-555-234-5678,office@ngo.org,"202 Walnut Dr, Eastside",+1-555-445-5667,support@relief.com
402,World Vision,contact8@example.com,265,False,Region C,902,Clothing,True,490,Laura Lee,Analyst,814,MindCare,supplier8@example.com,557,agency10@example.com,Inspect D,977,North,"101 Birch Rd, Westwood",+1-555-890-1234,executive@aid.net,"654 Elm St, Greenwood",+1-555-345-6789,management@aid.org,+1-555-445-5667,staff@help.net,"404 Chestnut St, Northfield",+1-555-567-8901,contact@example.com
403,CARE,contact9@example.com,257,False,Region C,903,Water,True,421,Tom White,Liaison,429,MindCare,supplier7@example.com,998,agency6@example.com,Audit Group B,744,West,"987 Cedar Ln, Uptown",+1-555-901-2345,team@services.com,"707 Poplar Pl, Brookside",+1-555-123-4567,executive@aid.net,+1-555-334-4556,care@provider.com,"606 Willow Ct, Hilltop",+1-555-890-1234,management@aid.org
404,World Vision,contact8@example.com,364,False,Region E,904,Clothing,False,617,Nancy Blue,Logistics,458,EduSupplies,supplier7@example.com,908,agency5@example.com,Monitor E,762,Central,"123 Main St, Springfield",+1-555-678-9012,hello@agency.org,"404 Chestnut St, Northfield",+1-555-445-5667,director@oversight.com,+1-555-567-8901,director@oversight.com,"707 Poplar Pl, Brookside",+1-555-901-2345,director@oversight.com
405,UNICEF,contact8@example.com,539,True,Region E,905,Shelter materials,False,387,Jane Doe,Consultant,576,EduSupplies,supplier3@example.com,825,agency1@example.com,Audit Group B,840,North,"505 Spruce Cir, Lakeview",+1-555-234-5678,support@domain.net,"808 Redwood Dr, Meadowlands",+1-555-567-8901,executive@aid.net,+1-555-234-5678,support@domain.net,"654 Elm St, Greenwood",+1-555-234-5678,hello@agency.org
406,WHO,contact10@example.com,545,True,Region B,906,Water,True,398,Nancy Blue,Assistant,767,BuildAid,supplier2@example.com,955,agency8@example.com,Audit Group B,983,East,"123 Main St, Springfield",+1-555-456-7890,director@oversight.com,"505 Spruce Cir, Lakeview",+1-555-556-6778,office@ngo.org,+1-555-567-8901,office@ngo.org,"909 Sycamore St, Clearview",+1-555-223-3445,executive@aid.net
407,World Vision,contact5@example.com,247,False,Region E,907,Education materials,True,618,Sarah Taylor,Analyst,607,HealthFirst,supplier6@example.com,647,agency3@example.com,Survey J,836,Northeast,"808 Redwood Dr, Meadowlands",+1-555-445-5667,hello@agency.org,"606 Willow Ct, Hilltop",+1-555-890-1234,helpdesk@charity.net,+1-555-012-3456,staff@help.net,"505 Spruce Cir, Lakeview",+1-555-012-3456,management@aid.org
408,World Vision,contact2@example.com,461,False,Region D,908,Shelter materials,False,634,Jane Doe,Logistics,534,AquaPure,supplier3@example.com,664,agency4@example.com,Check G,862,East,"789 Pine Ave, Centerville",+1-555-678-9012,leader@funds.org,"321 Maple Blvd, Midtown",+1-555-012-3456,executive@aid.net,+1-555-567-8901,care@provider.com,"654 Elm St, Greenwood",+1-555-567-8901,admin@group.net
409,OXFAM,contact10@example.com,334,False,Region D,909,Sanitation,False,326,John Smith,Consultant,657,SupplyCo,supplier1@example.com,861,agency10@example.com,Survey J,1002,East,"909 Sycamore St, Clearview",+1-555-445-5667,support@relief.com,"654 Elm St, Greenwood",+1-555-234-5678,helpdesk@charity.net,+1-555-012-3456,director@oversight.com,"606 Willow Ct, Hilltop",+1-555-567-8901,info@organization.org
410,Save the Children,contact8@example.com,387,False,Region B,910,Shelter materials,False,787,Sarah Taylor,Logistics,602,LegalHelp,supplier8@example.com,976,agency8@example.com,Inspect D,743,Northwest,"654 Elm St, Greenwood",+1-555-345-6789,director@oversight.com,"321 Maple Blvd, Midtown",+1-555-345-6789,director@oversight.com,+1-555-678-9012,support@domain.net,"321 Maple Blvd, Midtown",+1-555-901-2345,executive@aid.net
411,World Vision,contact6@example.com,282,False,Region D,911,Water,True,631,Michael Johnson,Coordinator,401,CleanWorld,supplier8@example.com,822,agency2@example.com,Survey J,815,West,"654 Elm St, Greenwood",+1-555-789-0123,support@relief.com,"808 Redwood Dr, Meadowlands",+1-555-223-3445,care@provider.com,+1-555-123-4567,contact@example.com,"303 Aspen Way, Riverview",+1-555-678-9012,contact@example.com
412,CARE,contact7@example.com,253,True,Region B,912,Education materials,False,793,Linda Green,Manager,477,HygieneNow,supplier5@example.com,505,agency1@example.com,Monitor E,759,West,"505 Spruce Cir, Lakeview",+1-555-556-6778,office@ngo.org,"101 Birch Rd, Westwood",+1-555-345-6789,helpdesk@charity.net,+1-555-445-5667,management@aid.org,"707 Poplar Pl, Brookside",+1-555-012-3456,director@oversight.com
413,CARE,contact1@example.com,164,False,Region C,913,Education materials,True,672,Robert Brown,Liaison,828,HealthFirst,supplier8@example.com,730,agency4@example.com,Inspect D,738,Northeast,"505 Spruce Cir, Lakeview",+1-555-334-4556,management@aid.org,"321 Maple Blvd, Midtown",+1-555-789-0123,care@provider.com,+1-555-234-5678,staff@help.net,"505 Spruce Cir, Lakeview",+1-555-234-5678,director@oversight.com
414,Save the Children,contact2@example.com,426,True,Region A,914,Legal aid,True,799,Nancy Blue,Manager,732,MindCare,supplier10@example.com,552,agency5@example.com,Audit I,935,East,"505 Spruce Cir, Lakeview",+1-555-012-3456,support@domain.net,"789 Pine Ave, Centerville",+1-555-667-7889,office@ngo.org,+1-555-678-9012,executive@aid.net,"987 Cedar Ln, Uptown",+1-555-334-4556,helpdesk@charity.net
415,WHO,contact9@example.com,453,True,Region A,915,Sanitation,False,309,Chris Black,Logistics,597,EduSupplies,supplier5@example.com,954,agency7@example.com,Audit Group B,898,Northwest,"789 Pine Ave, Centerville",+1-555-678-9012,support@relief.com,"987 Cedar Ln, Uptown",+1-555-567-8901,support@relief.com,+1-555-789-0123,support@domain.net,"303 Aspen Way, Riverview",+1-555-123-4567,helpdesk@charity.net
416,Doctors Without Borders,contact8@example.com,513,True,Region A,916,Education materials,True,425,Michael Johnson,Consultant,560,ClothMart,supplier9@example.com,976,agency8@example.com,Survey J,676,East,"505 Spruce Cir, Lakeview",+1-555-456-7890,info@organization.org,"505 Spruce Cir, Lakeview",+1-555-567-8901,director@oversight.com,+1-555-012-3456,staff@help.net,"505 Spruce Cir, Lakeview",+1-555-678-9012,staff@help.net
417,Red Cross,contact6@example.com,587,False,Region A,917,Education materials,False,331,Chris Black,Coordinator,895,CleanWorld,supplier5@example.com,674,agency1@example.com,Inspect D,917,Central,"654 Elm St, Greenwood",+1-555-123-4567,support@domain.net,"505 Spruce Cir, Lakeview",+1-555-012-3456,admin@group.net,+1-555-456-7890,admin@group.net,"321 Maple Blvd, Midtown",+1-555-667-7889,executive@aid.net
418,Doctors Without Borders,contact8@example.com,400,False,Region C,918,Psychological support,True,362,Sarah Taylor,Coordinator,898,EduSupplies,supplier7@example.com,554,agency5@example.com,Verify F,601,Central,"789 Pine Ave, Centerville",+1-555-890-1234,care@provider.com,"606 Willow Ct, Hilltop",+1-555-223-3445,admin@group.net,+1-555-556-6778,director@oversight.com,"404 Chestnut St, Northfield",+1-555-667-7889,staff@help.net
419,WHO,contact6@example.com,593,True,Region B,919,Psychological support,False,483,Laura Lee,Consultant,472,CleanWorld,supplier4@example.com,750,agency1@example.com,Oversight Org A,983,East,"808 Redwood Dr, Meadowlands",+1-555-234-5678,office@ngo.org,"123 Main St, Springfield",+1-555-556-6778,helpdesk@charity.net,+1-555-667-7889,info@organization.org,"101 Birch Rd, Westwood",+1-555-789-0123,director@oversight.com
420,World Vision,contact9@example.com,208,False,Region E,920,Legal aid,False,506,Laura Lee,Logistics,851,AquaPure,supplier10@example.com,857,agency8@example.com,Audit Group B,931,Northwest,"303 Aspen Way, Riverview",+1-555-678-9012,admin@group.net,"808 Redwood Dr, Meadowlands",+1-555-334-4556,admin@group.net,+1-555-678-9012,care@provider.com,"707 Poplar Pl, Brookside",+1-555-678-9012,info@organization.org
421,Red Cross,contact8@example.com,537,True,Region E,921,Food supplies,False,605,John Smith,Manager,741,CleanWorld,supplier8@example.com,533,agency7@example.com,Oversight Org A,933,West,"987 Cedar Ln, Uptown",+1-555-123-4567,management@aid.org,"909 Sycamore St, Clearview",+1-555-334-4556,office@ngo.org,+1-555-678-9012,care@provider.com,"321 Maple Blvd, Midtown",+1-555-445-5667,director@oversight.com
422,CARE,contact8@example.com,138,False,Region E,922,Shelter materials,False,478,Linda Green,Logistics,605,HealthFirst,supplier10@example.com,830,agency6@example.com,Monitor E,827,Northwest,"654 Elm St, Greenwood",+1-555-345-6789,admin@group.net,"808 Redwood Dr, Meadowlands",+1-555-678-9012,info@organization.org,+1-555-901-2345,director@oversight.com,"456 Oak Rd, Fairview",+1-555-123-4567,care@provider.com
423,Doctors Without Borders,contact6@example.com,508,False,Region D,923,Medical aid,False,520,Michael Johnson,Assistant,547,HealthFirst,supplier6@example.com,951,agency3@example.com,Audit I,793,South,"505 Spruce Cir, Lakeview",+1-555-901-2345,office@ngo.org,"606 Willow Ct, Hilltop",+1-555-901-2345,office@ngo.org,+1-555-901-2345,team@services.com,"321 Maple Blvd, Midtown",+1-555-345-6789,director@oversight.com
424,Red Cross,contact9@example.com,442,True,Region B,924,Sanitation,False,704,Jane Doe,Logistics,837,LegalHelp,supplier5@example.com,558,agency6@example.com,Oversight Org A,994,Central,"505 Spruce Cir, Lakeview",+1-555-901-2345,admin@group.net,"789 Pine Ave, Centerville",+1-555-678-9012,admin@group.net,+1-555-556-6778,support@domain.net,"505 Spruce Cir, Lakeview",+1-555-556-6778,office@ngo.org
425,Doctors Without Borders,contact6@example.com,520,True,Region D,925,Hygiene kits,True,642,John Smith,Field Officer,727,HealthFirst,supplier2@example.com,732,agency5@example.com,Oversight Org A,605,South,"303 Aspen Way, Riverview",+1-555-567-8901,admin@group.net,"456 Oak Rd, Fairview",+1-555-556-6778,admin@group.net,+1-555-234-5678,executive@aid.net,"202 Walnut Dr, Eastside",+1-555-445-5667,support@relief.com
426,Red Cross,contact4@example.com,184,False,Region E,926,Education materials,False,315,Linda Green,Consultant,749,BuildAid,supplier5@example.com,928,agency8@example.com,Oversight Org A,866,Central,"123 Main St, Springfield",+1-555-901-2345,team@services.com,"321 Maple Blvd, Midtown",+1-555-789-0123,admin@group.net,+1-555-667-7889,office@ngo.org,"303 Aspen Way, Riverview",+1-555-445-5667,admin@group.net
427,WHO,contact8@example.com,242,False,Region A,927,Psychological support,True,665,Michael Johnson,Coordinator,752,MindCare,supplier9@example.com,966,agency8@example.com,Verify F,768,Southeast,"909 Sycamore St, Clearview",+1-555-445-5667,executive@aid.net,"654 Elm St, Greenwood",+1-555-567-8901,leader@funds.org,+1-555-667-7889,management@aid.org,"321 Maple Blvd, Midtown",+1-555-012-3456,executive@aid.net
428,Red Cross,contact9@example.com,198,True,Region B,928,Education materials,False,349,Chris Black,Coordinator,643,SupplyCo,supplier8@example.com,822,agency8@example.com,Monitor E,925,Central,"505 Spruce Cir, Lakeview",+1-555-789-0123,support@relief.com,"101 Birch Rd, Westwood",+1-555-123-4567,hello@agency.org,+1-555-223-3445,staff@help.net,"654 Elm St, Greenwood",+1-555-223-3445,support@relief.com
429,Red Cross,contact5@example.com,468,False,Region D,929,Clothing,False,404,Jane Doe,Manager,400,EduSupplies,supplier1@example.com,987,agency8@example.com,Inspect D,897,Northwest,"909 Sycamore St, Clearview",+1-555-234-5678,support@relief.com,"101 Birch Rd, Westwood",+1-555-334-4556,care@provider.com,+1-555-567-8901,support@relief.com,"654 Elm St, Greenwood",+1-555-223-3445,admin@group.net
430,Save the Children,contact3@example.com,493,True,Region D,930,Water,False,611,Robert Brown,Field Officer,611,SupplyCo,supplier7@example.com,540,agency5@example.com,Audit Group B,855,East,"404 Chestnut St, Northfield",+1-555-556-6778,support@domain.net,"202 Walnut Dr, Eastside",+1-555-901-2345,staff@help.net,+1-555-445-5667,helpdesk@charity.net,"101 Birch Rd, Westwood",+1-555-667-7889,admin@group.net
431,Save the Children,contact8@example.com,464,True,Region A,931,Shelter materials,True,339,Robert Brown,Director,713,HealthFirst,supplier7@example.com,566,agency4@example.com,Review H,895,East,"321 Maple Blvd, Midtown",+1-555-123-4567,team@services.com,"123 Main St, Springfield",+1-555-234-5678,care@provider.com,+1-555-234-5678,support@domain.net,"909 Sycamore St, Clearview",+1-555-012-3456,helpdesk@charity.net
432,UNICEF,contact6@example.com,410,False,Region A,932,Food supplies,True,570,Jane Doe,Coordinator,754,CleanWorld,supplier1@example.com,791,agency2@example.com,Check G,880,North,"909 Sycamore St, Clearview",+1-555-456-7890,care@provider.com,"101 Birch Rd, Westwood",+1-555-789-0123,executive@aid.net,+1-555-123-4567,director@oversight.com,"202 Walnut Dr, Eastside",+1-555-678-9012,director@oversight.com
433,UNHCR,contact8@example.com,309,True,Region B,933,Sanitation,True,440,Nancy Blue,Manager,696,LegalHelp,supplier7@example.com,649,agency2@example.com,Inspect D,1060,South,"808 Redwood Dr, Meadowlands",+1-555-445-5667,director@oversight.com,"789 Pine Ave, Centerville",+1-555-667-7889,staff@help.net,+1-555-890-1234,admin@group.net,"909 Sycamore St, Clearview",+1-555-334-4556,helpdesk@charity.net
434,Mercy Corps,contact6@example.com,477,False,Region C,934,Shelter materials,True,639,Laura Lee,Advisor,732,HygieneNow,supplier6@example.com,710,agency9@example.com,Audit Group B,625,North,"505 Spruce Cir, Lakeview",+1-555-667-7889,support@domain.net,"303 Aspen Way, Riverview",+1-555-789-0123,hello@agency.org,+1-555-223-3445,admin@group.net,"505 Spruce Cir, Lakeview",+1-555-678-9012,team@services.com
435,Save the Children,contact3@example.com,368,False,Region D,935,Water,False,510,Tom White,Manager,453,HealthFirst,supplier4@example.com,884,agency2@example.com,Check G,614,Northeast,"404 Chestnut St, Northfield",+1-555-556-6778,support@relief.com,"202 Walnut Dr, Eastside",+1-555-567-8901,hello@agency.org,+1-555-901-2345,team@services.com,"202 Walnut Dr, Eastside",+1-555-667-7889,staff@help.net
436,UNICEF,contact5@example.com,320,True,Region C,936,Medical aid,True,538,Sarah Taylor,Manager,429,HealthFirst,supplier3@example.com,955,agency6@example.com,WatchDog C,842,West,"101 Birch Rd, Westwood",+1-555-456-7890,helpdesk@charity.net,"707 Poplar Pl, Brookside",+1-555-345-6789,helpdesk@charity.net,+1-555-345-6789,management@aid.org,"404 Chestnut St, Northfield",+1-555-445-5667,support@relief.com
437,Save the Children,contact10@example.com,590,False,Region C,937,Psychological support,True,458,Linda Green,Field Officer,516,SupplyCo,supplier8@example.com,997,agency6@example.com,Inspect D,716,Southwest,"123 Main St, Springfield",+1-555-678-9012,team@services.com,"707 Poplar Pl, Brookside",+1-555-556-6778,info@organization.org,+1-555-456-7890,leader@funds.org,"789 Pine Ave, Centerville",+1-555-334-4556,info@organization.org
438,WHO,contact6@example.com,388,False,Region A,938,Shelter materials,True,426,Laura Lee,Liaison,408,HygieneNow,supplier9@example.com,752,agency8@example.com,Audit I,963,Southwest,"606 Willow Ct, Hilltop",+1-555-456-7890,office@ngo.org,"909 Sycamore St, Clearview",+1-555-567-8901,executive@aid.net,+1-555-334-4556,contact@example.com,"123 Main St, Springfield",+1-555-789-0123,leader@funds.org
439,World Vision,contact6@example.com,513,True,Region C,939,Medical aid,True,771,Robert Brown,Field Officer,741,MindCare,supplier2@example.com,794,agency10@example.com,Review H,988,Southwest,"909 Sycamore St, Clearview",+1-555-123-4567,office@ngo.org,"202 Walnut Dr, Eastside",+1-555-223-3445,team@services.com,+1-555-334-4556,info@organization.org,"456 Oak Rd, Fairview",+1-555-556-6778,leader@funds.org
440,UNHCR,contact4@example.com,155,True,Region C,940,Water,False,596,Michael Johnson,Liaison,680,AquaPure,supplier1@example.com,807,agency4@example.com,Oversight Org A,1018,South,"606 Willow Ct, Hilltop",+1-555-334-4556,leader@funds.org,"987 Cedar Ln, Uptown",+1-555-334-4556,executive@aid.net,+1-555-223-3445,staff@help.net,"303 Aspen Way, Riverview",+1-555-345-6789,info@organization.org
441,UNHCR,contact8@example.com,182,True,Region C,941,Shelter materials,True,304,Michael Johnson,Advisor,805,HygieneNow,supplier6@example.com,587,agency7@example.com,Monitor E,952,West,"202 Walnut Dr, Eastside",+1-555-567-8901,executive@aid.net,"303 Aspen Way, Riverview",+1-555-334-4556,director@oversight.com,+1-555-012-3456,director@oversight.com,"123 Main St, Springfield",+1-555-223-3445,hello@agency.org
442,OXFAM,contact7@example.com,230,False,Region E,942,Psychological support,False,479,Nancy Blue,Consultant,412,LegalHelp,supplier9@example.com,854,agency3@example.com,Verify F,891,Central,"654 Elm St, Greenwood",+1-555-567-8901,executive@aid.net,"202 Walnut Dr, Eastside",+1-555-456-7890,management@aid.org,+1-555-012-3456,staff@help.net,"404 Chestnut St, Northfield",+1-555-445-5667,management@aid.org
443,UNICEF,contact1@example.com,597,True,Region A,943,Medical aid,False,728,Linda Green,Field Officer,715,BuildAid,supplier1@example.com,564,agency5@example.com,Audit Group B,650,Southeast,"456 Oak Rd, Fairview",+1-555-345-6789,contact@example.com,"101 Birch Rd, Westwood",+1-555-012-3456,care@provider.com,+1-555-890-1234,info@organization.org,"404 Chestnut St, Northfield",+1-555-678-9012,contact@example.com
444,Mercy Corps,contact6@example.com,199,True,Region C,944,Education materials,True,787,Robert Brown,Director,770,ClothMart,supplier8@example.com,505,agency10@example.com,Review H,938,Southeast,"101 Birch Rd, Westwood",+1-555-678-9012,care@provider.com,"909 Sycamore St, Clearview",+1-555-345-6789,info@organization.org,+1-555-556-6778,helpdesk@charity.net,"101 Birch Rd, Westwood",+1-555-012-3456,helpdesk@charity.net
445,UNICEF,contact7@example.com,572,True,Region A,945,Legal aid,True,656,Chris Black,Assistant,756,ClothMart,supplier2@example.com,615,agency4@example.com,Verify F,667,Southwest,"808 Redwood Dr, Meadowlands",+1-555-678-9012,hello@agency.org,"789 Pine Ave, Centerville",+1-555-456-7890,support@relief.com,+1-555-901-2345,management@aid.org,"707 Poplar Pl, Brookside",+1-555-567-8901,director@oversight.com
446,CARE,contact8@example.com,271,False,Region D,946,Legal aid,True,615,Nancy Blue,Liaison,490,SupplyCo,supplier2@example.com,599,agency2@example.com,Monitor E,763,North,"654 Elm St, Greenwood",+1-555-234-5678,admin@group.net,"789 Pine Ave, Centerville",+1-555-334-4556,staff@help.net,+1-555-890-1234,executive@aid.net,"505 Spruce Cir, Lakeview",+1-555-012-3456,info@organization.org
447,UNICEF,contact6@example.com,275,True,Region B,947,Food supplies,True,547,Tom White,Analyst,895,SupplyCo,supplier9@example.com,703,agency6@example.com,Inspect D,647,East,"123 Main St, Springfield",+1-555-789-0123,care@provider.com,"987 Cedar Ln, Uptown",+1-555-234-5678,care@provider.com,+1-555-678-9012,executive@aid.net,"202 Walnut Dr, Eastside",+1-555-012-3456,hello@agency.org
448,Save the Children,contact10@example.com,323,False,Region C,948,Food supplies,False,727,Sarah Taylor,Analyst,498,CleanWorld,supplier8@example.com,619,agency9@example.com,Survey J,928,West,"303 Aspen Way, Riverview",+1-555-334-4556,leader@funds.org,"654 Elm St, Greenwood",+1-555-890-1234,info@organization.org,+1-555-223-3445,info@organization.org,"456 Oak Rd, Fairview",+1-555-123-4567,team@services.com
449,Red Cross,contact8@example.com,146,True,Region E,949,Psychological support,True,328,Jane Doe,Assistant,858,MindCare,supplier5@example.com,826,agency10@example.com,Verify F,899,Southeast,"808 Redwood Dr, Meadowlands",+1-555-678-9012,executive@aid.net,"987 Cedar Ln, Uptown",+1-555-789-0123,admin@group.net,+1-555-223-3445,care@provider.com,"303 Aspen Way, Riverview",+1-555-456-7890,office@ngo.org
450,Mercy Corps,contact8@example.com,165,False,Region E,950,Psychological support,False,321,Tom White,Logistics,677,LegalHelp,supplier1@example.com,651,agency8@example.com,Review H,1051,North,"123 Main St, Springfield",+1-555-567-8901,contact@example.com,"456 Oak Rd, Fairview",+1-555-678-9012,admin@group.net,+1-555-789-0123,leader@funds.org,"321 Maple Blvd, Midtown",+1-555-456-7890,helpdesk@charity.net
451,WHO,contact8@example.com,450,False,Region E,951,Shelter materials,False,471,Sarah Taylor,Analyst,412,LegalHelp,supplier2@example.com,635,agency7@example.com,Audit Group B,802,Southeast,"789 Pine Ave, Centerville",+1-555-123-4567,management@aid.org,"202 Walnut Dr, Eastside",+1-555-334-4556,admin@group.net,+1-555-234-5678,hello@agency.org,"321 Maple Blvd, Midtown",+1-555-556-6778,support@relief.com
452,Save the Children,contact2@example.com,139,True,Region A,952,Legal aid,False,412,Robert Brown,Analyst,401,BuildAid,supplier4@example.com,874,agency4@example.com,Audit Group B,1084,East,"654 Elm St, Greenwood",+1-555-445-5667,support@relief.com,"505 Spruce Cir, Lakeview",+1-555-456-7890,info@organization.org,+1-555-789-0123,support@domain.net,"909 Sycamore St, Clearview",+1-555-456-7890,director@oversight.com
